,course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject
12,742602,financial management risk and return for securities,https://www.udemy.com/risk-and-return-finance/,True,30,3607,21,19,all levels,1.5,2016-02-03 18:04:01+00:00,business finance
13,794151,forex trading course: work smarter not harder proven results,https://www.udemy.com/the-complete-trading-course/,True,195,4061,52,16,all levels,2.0,2016-03-16 15:40:19+00:00,business finance
14,1196544,python algo trading: sentiment trading with news,https://www.udemy.com/hedge-fund-strategy-trading-with-sentiment-analysis/,True,200,294,19,42,all levels,7.0,2017-04-28 16:41:44+00:00,business finance
15,504036,short selling: learn to sell stocks before the fall,https://www.udemy.com/short-selling-learn-to-sell-before-the-fall/,True,75,2276,106,19,intermediate level,1.5,2015-06-22 21:18:35+00:00,business finance
16,719698,basic technical analysis: learn the structure of the market,https://www.udemy.com/learn-basic-technical-analysis/,True,20,4919,79,16,beginner level,1.5,2016-01-08 17:21:26+00:00,business finance
17,564966,the complete chart pattern trading course: a proven approach,https://www.udemy.com/make-money-trading-stocks-from-home/,True,200,2666,115,52,all levels,4.0,2015-08-10 21:07:35+00:00,business finance
18,606928,7 deadly mistakes of investing that will slash your profits!,https://www.udemy.com/7-deadly-mistakes-of-investing/,True,50,5354,24,23,all levels,1.5,2015-09-21 18:10:34+00:00,business finance
19,58977,financial statements made easy,https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/,True,95,8095,249,12,beginner level,0.5833333333333334,2013-06-09 00:21:26+00:00,business finance
20,1242604,winning forex trading with live forex trading examples,https://www.udemy.com/forexmacross/,True,200,809,3,25,all levels,2.0,2017-06-06 02:54:04+00:00,business finance
21,798740,forex traders - create your first trading robot. no coding!,https://www.udemy.com/launch-your-amazing-forex-robot-in-30-minutes-no-coding/,True,200,2295,84,39,all levels,4.0,2016-05-02 19:26:48+00:00,business finance
22,506568,create a business from home trading stocks today in 2017,https://www.udemy.com/work-from-home-buying-penny-stocks/,True,75,10149,83,16,all levels,2.0,2015-05-26 17:25:46+00:00,business finance
23,1020760,introduction to accounting : mastering financial statements,https://www.udemy.com/introduction-to-accounting-mastering-financial-statements/,True,50,1916,38,23,beginner level,1.0,2016-12-05 22:14:17+00:00,business finance
24,859742,the complete ethereum course: get .01 ether in your wallet,https://www.udemy.com/ethereum/,True,45,2507,333,40,all levels,2.0,2016-05-30 18:53:46+00:00,business finance
25,383414,beginner to pro in powerpoint: complete powerpoint training,https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/,True,150,5786,518,50,all levels,5.0,2015-01-31 15:34:05+00:00,business finance
26,353044,investing 101: the complete online investing course,https://www.udemy.com/online-investing-guide/,True,200,5334,373,42,all levels,4.5,2014-11-28 17:49:03+00:00,business finance
27,447362,create your own hedge fund: trade stocks like a fund manager,https://www.udemy.com/create-your-own-hedge-fund-double-your-money-every-year/,True,175,4005,237,25,intermediate level,2.0,2015-04-12 20:13:47+00:00,business finance
28,831066,learn mql5: build an 8-currency hedging robot (metatrader 5),https://www.udemy.com/learn-mql5/,True,150,2877,103,81,all levels,4.5,2016-04-26 22:41:46+00:00,business finance
29,1266306,forex trading: your complete guide to get started like a pro,https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/,True,140,1026,25,37,beginner level,3.0,2017-06-27 22:21:31+00:00,business finance
30,1170894,python algo stock trading: automate your trading!,https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/,True,95,1165,21,41,beginner level,2.5,2017-05-28 23:41:03+00:00,business finance
31,948974,the forex robot: incredible roi (robot included),https://www.udemy.com/the-forex-robot-1000-annual-profit-robot-included/,True,200,1843,171,35,all levels,1.5,2016-10-04 15:20:57+00:00,business finance
32,380970,the complete bitcoin course: get .001 bitcoin in your wallet,https://www.udemy.com/bitcoin-for-beginners/,True,45,8797,449,80,all levels,6.5,2015-01-09 03:55:15+00:00,business finance
33,1217778,mastering high probability iron condor options trading,https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/,True,200,1030,11,22,all levels,2.0,2017-06-01 05:22:08+00:00,business finance
34,1246208,the complete short course on ethereum,https://www.udemy.com/ethereum1/,True,200,1041,12,28,all levels,1.5,2017-06-11 19:02:03+00:00,business finance
35,434774,options trading stocks: proven toolbox for financial success,https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/,True,195,7884,118,68,intermediate level,10.0,2015-05-19 23:25:41+00:00,business finance
36,308690,forex trading a-z™ - with live examples of forex trading,https://www.udemy.com/forex-trading/,True,195,16900,2476,52,beginner level,5.5,2014-12-12 23:58:39+00:00,business finance
37,888716,"introduction to finance, accounting, modeling and valuation",https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,True,200,11441,1118,61,all levels,4.5,2016-06-28 06:12:23+00:00,business finance
38,321410,beginner to pro in excel: financial modeling and valuation,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,True,195,22257,2697,138,all levels,7.5,2014-11-25 23:00:40+00:00,business finance
39,965832,the complete investment banking course 2017,https://www.udemy.com/the-complete-investment-banking-course-2016/,True,195,8575,809,110,all levels,5.5,2016-10-10 16:16:26+00:00,business finance
40,648826,the complete financial analyst course 2017,https://www.udemy.com/the-complete-financial-analyst-course/,True,195,24481,2347,174,all levels,10.0,2016-01-21 01:38:48+00:00,business finance
41,1035472,python for finance: investment fundamentals & data analytics,https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/,True,195,3811,278,103,all levels,6.5,2017-03-30 22:17:09+00:00,business finance
42,1154754,financial modeling for startups & small businesses,https://www.udemy.com/financial-modeling-for-startups-small-businesses/,True,195,4991,137,79,beginner level,11.5,2017-03-29 22:36:05+00:00,business finance
43,627540,options trading - how to win with weekly options,https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/,True,115,7489,1190,25,intermediate level,1.0,2015-10-22 21:54:28+00:00,business finance
44,301442,black algo trading: build your trading robot,https://www.udemy.com/build-your-trading-robot/,True,200,20195,1113,227,all levels,16.0,2014-10-27 22:01:36+00:00,business finance
45,640100,accounting & financial statement analysis: complete training,https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,True,150,10042,594,43,all levels,3.0,2015-10-22 00:03:48+00:00,business finance
46,1247394,cryptocurrency trading: complete guide to trading altcoins,https://www.udemy.com/cryptocurrency-trading/,True,95,367,42,35,all levels,5.0,2017-06-21 23:18:47+00:00,business finance
47,260470,forex robots: expect to earn 175% p.a. forex robot included!,https://www.udemy.com/backtesting/,True,200,10603,872,42,all levels,5.5,2014-10-12 21:19:11+00:00,business finance
48,1214702,three steps trading - live trading - real account,https://www.udemy.com/three-steps-trading-live-trading-real-account/,True,190,1197,11,46,all levels,5.0,2017-05-24 23:02:07+00:00,business finance
49,848664,option trading for rookies:  understand options completely,https://www.udemy.com/complete-course-introduction-to-option-trading/,True,150,2893,65,62,all levels,2.0,2016-08-10 15:27:06+00:00,business finance
50,1142570,how i learned stock trading (and how you can too),https://www.udemy.com/best-stock-traders/,True,200,1580,12,53,expert level,2.0,2017-05-02 21:20:54+00:00,business finance
51,325834,learn to trade for profit: find and trade winning stocks,https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/,True,95,10605,71,77,all levels,3.0,2014-10-24 18:13:49+00:00,business finance
52,411168,trading inside bars - master 1 easy pattern to be successful,https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/,True,125,2996,200,23,intermediate level,2.0,2015-03-09 00:24:38+00:00,business finance
53,885974,four fundamentals of financial planning,https://www.udemy.com/four-fundamentals-of-financial-planning/,True,30,6219,23,20,all levels,1.0,2017-02-14 04:42:58+00:00,business finance
54,1151092,options trading - calendar spread course for every trader,https://www.udemy.com/options-trading-calendar-spread-course-for-every-trader/,True,200,1113,11,17,all levels,1.5,2017-04-02 21:46:00+00:00,business finance
55,358326,dividend investing: build your portfolio for a better future,https://www.udemy.com/dividend-investing/,True,60,8314,83,47,beginner level,4.0,2015-01-24 06:31:19+00:00,business finance
56,153210,learn accounting. understand business.,https://www.udemy.com/learn-accounting-understand-business/,True,200,5572,123,33,beginner level,5.5,2014-03-27 17:58:37+00:00,business finance
57,834836,how to consistently win trading stocks in 30 days or less,https://www.udemy.com/winningstocktrades/,True,145,1433,169,15,intermediate level,1.0,2016-05-09 05:44:33+00:00,business finance
58,1171994,a beginner's guide to quantopian futures api,https://www.udemy.com/quantopian-futures/,True,20,936,6,11,intermediate level,1.5,2017-04-11 00:59:50+00:00,business finance
59,1239068,how to buy cheap options - options trading pricing model,https://www.udemy.com/options-black-scholes-model/,True,200,658,2,19,all levels,1.0,2017-06-02 18:12:45+00:00,business finance
60,985922,excel crash course: master excel for financial analysis,https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/,True,105,8121,689,40,all levels,3.5,2016-10-18 00:51:59+00:00,business finance
61,765562,"comprehensive guide to financial markets, investing &trading",https://www.udemy.com/financial-markets-a-to-z-for-beginners/,True,60,4187,600,79,beginner level,9.0,2016-02-29 18:45:41+00:00,business finance
62,165964,stock trading ninja: complete system for trading success,https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/,True,155,9445,497,38,all levels,4.5,2014-02-19 19:04:28+00:00,business finance
63,855172,hedge and mutual fund careers: the complete guide,https://www.udemy.com/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/,True,200,3255,340,102,all levels,8.5,2016-06-20 20:17:12+00:00,business finance
64,258232,algorithmic trading in forex: create your first forex robot!,https://www.udemy.com/learn-mql4/,True,185,7941,713,40,all levels,6.5,2014-08-11 08:01:14+00:00,business finance
65,994754,the power modeling bootcamp: advanced excel in 10 days,https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/,True,150,1680,158,76,all levels,5.5,2016-11-26 04:09:14+00:00,business finance
66,43319,options trading basics (3-course bundle),https://www.udemy.com/learn-options-trading-courses/,True,180,10100,985,45,beginner level,11.0,2013-02-25 11:36:06+00:00,business finance
67,408440,how to win 97% of your options trades,https://www.udemy.com/how-to-win-97-percent-of-your-trades/,True,125,5050,461,26,all levels,1.5,2015-02-10 04:21:40+00:00,business finance
68,918688,how i make consistent returns trading options,https://www.udemy.com/how-i-make-15-per-month-trading-options/,True,200,2310,162,26,all levels,3.5,2016-10-05 17:42:52+00:00,business finance
69,308694,"forex strategies: kelly criterion, larry williams and more!",https://www.udemy.com/money-management/,True,185,5528,506,32,all levels,3.0,2015-02-19 11:31:27+00:00,business finance
70,199450,"elite trend trader: learn to trade stocks, options & forex",https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/,True,125,6451,237,28,all levels,5.0,2014-04-16 13:58:31+00:00,business finance
71,401784,options trading introduction: day trade stock options,https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/,True,95,12394,218,30,beginner level,2.5,2015-02-20 21:39:41+00:00,business finance
72,1122792,the almost perfect options trading strategy system - unique,https://www.udemy.com/the-almost-perfect-options-trading-strategy-system-unique/,True,200,1793,18,15,all levels,1.0,2017-03-03 21:43:05+00:00,business finance
73,709500,forex trading -  learn to trade forex like the banks,https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/,True,20,3223,240,23,all levels,1.0,2016-03-30 15:29:03+00:00,business finance
74,285638,learn to trade for profit:trading with japanese candlesticks,https://www.udemy.com/introduction-to-japanese-candlesticks/,True,60,16385,273,45,beginner level,3.0,2014-09-02 03:53:13+00:00,business finance
75,1135126,the most powerful options spread trading front ratio spread,https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/,True,200,1487,16,18,all levels,2.0,2017-03-08 21:09:41+00:00,business finance
76,834558,what finance job is for you? explanation of 14 finance roles,https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/,True,200,2951,232,60,all levels,4.0,2016-05-04 05:22:32+00:00,business finance
77,551968,the blueprint for successful stock trading,https://www.udemy.com/stock-market-millionaire-blueprint/,True,120,2697,331,15,all levels,1.0,2015-08-13 18:58:05+00:00,business finance
78,1005658,trading for beginners - intermediate level,https://www.udemy.com/trading-for-beginners-tier-2/,True,150,3979,40,39,beginner level,5.0,2016-11-09 01:45:20+00:00,business finance
79,746432,start trading stocks using technical analysis!,https://www.udemy.com/professional-stock-trader/,True,25,3190,244,45,all levels,4.0,2016-02-03 17:10:31+00:00,business finance
80,1057242,learn how to set up an incubator hedge fund - step-by-step,https://www.udemy.com/hedge-fund-startup/,True,200,1406,71,54,expert level,1.5,2017-01-18 20:55:27+00:00,business finance
81,284118,vps for forex trading - protect your forex robots,https://www.udemy.com/forex-vps/,True,160,4252,225,24,all levels,2.0,2014-09-19 04:07:58+00:00,business finance
82,302562,introduction to accounting: the language of business,https://www.udemy.com/learnaccountingforfree/,True,20,11958,370,134,beginner level,11.5,2014-10-02 09:16:55+00:00,business finance
83,596598,basic excel for basic bookkeeping and accounting,https://www.udemy.com/basic-excel-for-basic-bookkeeping/,True,95,7743,340,33,beginner level,1.5,2015-09-10 00:30:48+00:00,business finance
84,860890,"using 'the greeks to understand options""",https://www.udemy.com/options-greeks/,True,50,2134,55,5,all levels,1.0,2016-07-13 18:37:40+00:00,business finance
85,951050,trading options for consistent returns: calendar spreads,https://www.udemy.com/trading-options-for-consistent-returns-calendar-spreads/,True,200,1214,69,20,all levels,1.5,2016-10-07 04:58:46+00:00,business finance
86,796450,how to create your personal budget,https://www.udemy.com/personal-budget/,True,20,3870,53,10,all levels,1.0,2016-03-21 21:09:49+00:00,business finance
87,502772,the complete value investing course: a proven approach,https://www.udemy.com/value-investing-essential-guide-to-picking-stocks/,True,200,2146,212,49,all levels,4.5,2015-06-16 22:43:07+00:00,business finance
88,1102462,forex trading with price action,https://www.udemy.com/forex-trading-system/,True,195,484,57,19,beginner level,1.0,2017-03-14 18:30:55+00:00,business finance
89,1062092,emini es futures - advanced non directional options trading,https://www.udemy.com/emini-es-futures-advanced-non-directional-options-trading/,True,200,1057,15,14,all levels,1.5,2017-01-11 20:48:19+00:00,business finance
90,891484,forex trading - advanced fundamental analysis,https://www.udemy.com/forex-trading-advanced-fundamental-analysis/,True,20,1754,100,49,intermediate level,2.5,2016-06-30 17:06:46+00:00,business finance
91,1217064,how to invest with tiny capital in stocks ?,https://www.udemy.com/howtoinvest5k/,True,20,1239,5,6,beginner level,0.7,2017-05-23 16:07:09+00:00,business finance
92,382204,learn how to successfully trade stocks: in 5 simple steps,https://www.udemy.com/learn-how-to-successfully-trade-stocks-in-5-simple-steps/,True,95,2493,276,108,all levels,9.5,2015-01-31 19:02:09+00:00,business finance
93,308696,forex metatrader 4: master mt4 like a pro forex trader,https://www.udemy.com/metatrader4/,True,150,2602,402,57,beginner level,5.0,2015-10-28 17:32:56+00:00,business finance
94,474928,intermediate options trading concepts for stocks and options,https://www.udemy.com/intermediate-options-trading-concepts-for-stocks-and-options-traders/,True,40,2000,30,9,all levels,1.0,2015-04-13 20:28:04+00:00,business finance
95,1148774,options trading 101: the basics,https://www.udemy.com/options-trading-101-the-basics/,False,0,1514,66,11,beginner level,0.55,2017-03-23 22:19:57+00:00,business finance
96,959144,practical accounts app overview,https://www.udemy.com/practical-accounts-app-overview/,True,20,1361,1,14,intermediate level,3.0,2016-10-04 23:38:32+00:00,business finance
97,1233350,bitcoin profits for beginners,https://www.udemy.com/bitcoin-profits-for-beginners/,True,100,61,18,30,beginner level,1.5,2017-06-09 17:01:05+00:00,business finance
98,572744,trend traders club: how to find and trade fast moving trends,https://www.udemy.com/how-to-find-and-trade-profitable-fast-moving-trends/,True,75,1513,31,60,all levels,5.5,2015-08-04 19:16:51+00:00,business finance
99,724062,financial statements basics,https://www.udemy.com/financial-statements-basics/,True,20,1374,19,9,beginner level,2.0,2016-01-14 18:58:56+00:00,business finance
100,474212,high performance stock trading using key options techniques,https://www.udemy.com/high-performance-stock-trading-using-options-trading-techniques/,True,40,2103,15,6,all levels,1.5,2015-04-12 22:28:45+00:00,business finance
101,771276,introduction to financial statement analysis,https://www.udemy.com/introduction-to-financial-statement-analysis/,True,20,1480,25,25,beginner level,1.5,2016-03-21 17:00:37+00:00,business finance
102,388164,basics of economics (college level),https://www.udemy.com/economics-for-accounting-and-finance-professionals/,True,25,2516,12,20,all levels,1.5,2015-01-08 13:55:52+00:00,business finance
103,133536,stock market investing for beginners,https://www.udemy.com/the-beginners-guide-to-the-stock-market/,False,0,50855,2698,15,beginner level,1.5,2013-12-25 19:53:34+00:00,business finance
104,655300,accounting for beginners : learn basics in under 1 hour,https://www.udemy.com/accounting-for-beginners-how-to-do-accounting-super-easily/,True,50,1971,13,20,beginner level,1.5,2015-12-03 17:08:10+00:00,business finance
105,949504,straddle options trading - profit in any market direction,https://www.udemy.com/straddle-options-trading-profit-in-any-market-direction/,True,200,837,9,19,all levels,1.0,2016-10-03 17:32:40+00:00,business finance
106,265960,fundamentals of forex trading,https://www.udemy.com/fundamentals-of-forex-trading/,False,0,17160,620,23,all levels,1.0,2014-08-29 20:10:38+00:00,business finance
107,680044,"binary options: trading strategies, 90% accuracy and signals",https://www.udemy.com/learn-trading-binary-options-from-scratch-and-3-strategies/,True,195,1723,38,24,beginner level,1.0,2015-12-14 18:29:57+00:00,business finance
108,923616,website investing 101 - buying & selling online businesses,https://www.udemy.com/cash-flow-website-investing-buy-sell-online-businesses-digital-assets/,False,0,6811,151,51,all levels,2.0,2016-08-05 17:03:15+00:00,business finance
109,741898,practical accounts & bookkeeping automated overview ,https://www.udemy.com/practical-accounts-bookkeeping-automated-overview/,True,20,2060,17,30,all levels,4.5,2016-01-28 21:43:31+00:00,business finance
110,381330,live account - etf trading system - hacking the stock market,https://www.udemy.com/cracked-wall-street-hacked-the-stock-market-top-secret/,True,150,2318,19,16,all levels,5.0,2014-12-31 03:29:21+00:00,business finance
111,545918,stock market leverage: how to start trading options wisely,https://www.udemy.com/stock-market-tips-how-to-successfully-trade-options/,True,95,2153,14,13,beginner level,1.5,2015-07-27 18:39:51+00:00,business finance
112,191854,stock market foundations,https://www.udemy.com/how-to-invest-in-the-stock-market-beginners/,False,0,19339,794,9,beginner level,2.0,2014-03-31 21:35:06+00:00,business finance
113,471546,crash course on working capital management,https://www.udemy.com/crash-course-on-working-capital-management/,True,20,3177,8,8,all levels,1.0,2015-04-16 17:35:54+00:00,business finance
114,866584,advanced accounting a complete study for ca / cma / cfa / cs,https://www.udemy.com/branch-accounts-a-complete-analysis/,True,150,1535,16,462,all levels,62.0,2016-06-03 17:42:27+00:00,business finance
115,889824,61% profit in 1 month - crush your forex trading paradigm,https://www.udemy.com/61-profit-in-1-month-shattering-your-trading-paradigm/,True,20,1027,29,25,all levels,1.5,2016-07-18 22:38:56+00:00,business finance
116,1191504,how to create a routine trading,https://www.udemy.com/how-to-create-a-trading-routine/,True,25,307,8,5,all levels,0.1333333333333333,2017-05-01 18:50:43+00:00,business finance
117,585752,"forex trading secrets |mt4 robot (ea) inside, no coding",https://www.udemy.com/forex-trading-robot-forex-trading/,True,150,2096,48,29,all levels,0.6833333333333333,2015-08-24 22:16:54+00:00,business finance
118,671578,forex sos course: trading tweaks and working forex strategy,https://www.udemy.com/forex-sos-course/,True,50,1315,48,59,beginner level,2.5,2015-11-18 22:40:10+00:00,business finance
119,151668,introduction to financial modeling,https://www.udemy.com/financial-modeling-asimplemodel/,False,0,29167,1463,8,intermediate level,1.5,2014-05-27 16:22:16+00:00,business finance
120,1105344,quantitative aptitude for banking & competitive examinations,https://www.udemy.com/quantitative-aptitude-for-competitive-examinations-part-i/,True,50,1056,1,42,all levels,3.0,2017-02-09 19:33:52+00:00,business finance
121,44836,option spreads and credit spreads bundle,https://www.udemy.com/option-spreads-and-credit-spreads-bundle/,True,180,2212,194,24,expert level,4.5,2013-03-05 18:27:38+00:00,business finance
122,840300,b com accountancy i (paper eco 02 ignou),https://www.udemy.com/accounts-from-incomplete-records/,True,50,2946,6,284,all levels,31.5,2016-05-05 23:07:43+00:00,business finance
123,1100054,forex trading - learn in a quick + profitable way + support,https://www.udemy.com/forex-the-only-simple-trading-your-ever-need-bank-trading/,True,100,271,48,47,all levels,3.5,2017-02-20 23:45:20+00:00,business finance
124,421054,auditing basics (professional course level),https://www.udemy.com/basics-of-auditing/,True,25,3771,10,35,all levels,2.5,2015-02-13 14:37:18+00:00,business finance
125,528784,stock market investing encyclopedia: how to invest in stocks,https://www.udemy.com/stockmarket/,True,200,3143,11,39,intermediate level,3.0,2015-11-10 22:55:53+00:00,business finance
126,637430,learn the basics of preparing accounting statements,https://www.udemy.com/basics-of-financial-accounting/,True,20,1951,30,20,intermediate level,0.55,2015-10-13 21:07:22+00:00,business finance
127,236080,elliott wave -forex trading with the elliott wave theory,https://www.udemy.com/forex-trading-with-the-elliot-wave-theory/,True,90,4022,35,14,expert level,1.0,2016-12-15 15:49:13+00:00,business finance
128,777444,corporate finance - a brief introduction,https://www.udemy.com/finance-a-brief-introduction-and-basics-finance-101/,False,0,11724,649,17,beginner level,1.5,2016-03-04 05:58:09+00:00,business finance
129,474238,excel functions to analyze and visualize data,https://www.udemy.com/basic-excel-functions-to-analyze-large-data/,True,20,2283,54,16,intermediate level,2.0,2015-04-20 18:52:32+00:00,business finance
130,1245244,building financial statements in excel,https://www.udemy.com/guide-to-building-financial-statements/,True,35,1181,1,18,beginner level,1.0,2017-06-29 23:34:42+00:00,business finance
131,1051570,transfer pricing a complete analysis,https://www.udemy.com/transfer-pricing-a-complete-analysis/,True,50,1852,3,14,all levels,2.5,2016-12-28 18:19:16+00:00,business finance
132,262370,accounting: get hired without work experience,https://www.udemy.com/accounting-get-hired-without-work-experience/,True,100,4661,187,20,all levels,1.0,2014-09-01 21:43:47+00:00,business finance
133,1188178,forex trading for beginners - basics,https://www.udemy.com/complete-forex-trading-for-beginners-in-1-course-basics/,True,50,989,9,11,all levels,1.0,2017-04-24 16:42:56+00:00,business finance
134,824592,basic bookkeeping hacks,https://www.udemy.com/basic-bookkeeping/,True,20,5841,16,28,all levels,1.5,2016-06-14 15:43:23+00:00,business finance
135,1147458,complete trading plan course for stocks & forex (10 hours),https://www.udemy.com/killer-trading-plan-6-year-old-can-invest-10-hours-stocks-forex-etf/,True,200,1087,14,61,all levels,9.5,2017-03-23 05:54:27+00:00,business finance
136,1243448,"forex trading with fixed 'risk through options trading""",https://www.udemy.com/forexoptions/,True,200,611,4,26,beginner level,1.0,2017-06-07 17:15:07+00:00,business finance
137,730414,"intro to investment banking, m&a, ipo, modeling + free book",https://www.udemy.com/investment-banking-mergers-ipo-financial-model-business-mba-pro-forma/,True,60,1922,149,15,all levels,20.0,2016-01-21 01:25:31+00:00,business finance
138,252396,how to pick the right penny stocks to invest in 2017,https://www.udemy.com/how-to-make-5000month-trading-penny-stocks/,True,150,9015,65,23,all levels,2.5,2014-07-01 20:04:27+00:00,business finance
139,1198166,top 10 trading ideas in the equities market,https://www.udemy.com/top-10-trading-ideas-in-the-equities-market/,True,20,661,4,12,all levels,1.0,2017-05-02 21:59:07+00:00,business finance
140,920604,intro to financial modeling,https://www.udemy.com/intro-to-financial-modeling/,True,105,1077,110,55,beginner level,6.0,2016-08-19 20:12:24+00:00,business finance
141,215728,shark accounting - building a business by the numbers!,https://www.udemy.com/shark-accounting/,True,20,6050,140,17,beginner level,1.5,2014-05-18 19:08:04+00:00,business finance
142,722174,forex trading make your first trade today!,https://www.udemy.com/trade-forex/,True,150,3523,46,45,all levels,4.0,2016-01-10 21:39:39+00:00,business finance
143,48841,accounting in 60 minutes - a brief introduction,https://www.udemy.com/accounting-in-60-minutes-a-brief-introduction/,False,0,56659,4397,16,beginner level,1.5,2013-04-07 21:39:25+00:00,business finance
144,907444,sap fico for beginners - a guide to sap financial accounts,https://www.udemy.com/sap-fico-for-sap-beginners/,True,100,1444,101,59,beginner level,5.0,2016-07-25 16:08:07+00:00,business finance
145,317030,learn how to double your forex trading account in one trade,https://www.udemy.com/learn-how-to-double-your-forex-trading-account-in-one-trade/,True,60,2900,424,36,intermediate level,2.5,2014-10-19 22:04:51+00:00,business finance
146,891490,"accounting superpowers: learn accounts, understand business!",https://www.udemy.com/accounting-basics-for-success-in-business-and-in-life/,True,200,1437,96,34,beginner level,2.5,2016-08-08 22:23:09+00:00,business finance
147,1070886,python algo trading: fx trading with oanda,https://www.udemy.com/python-algo-trading-fx-trading-with-oanda/,True,200,453,42,33,intermediate level,3.0,2017-03-14 00:39:45+00:00,business finance
148,812616,save on your taxes,https://www.udemy.com/save-on-your-taxes/,True,20,2437,12,23,all levels,1.5,2016-11-16 17:38:38+00:00,business finance
149,407984,financial model basics: build a model from start to finish,https://www.udemy.com/financial-model-basics-build-a-model-from-start-to-finish/,True,30,5057,142,13,beginner level,1.0,2015-02-06 07:12:25+00:00,business finance
150,214046,option trading for rookies: the covered call option strategy,https://www.udemy.com/option-trading-for-rookies-investing-the-profitable-way/,True,95,6092,25,29,beginner level,1.5,2016-11-03 05:22:20+00:00,business finance
151,512400,eft for stock options trading success & making better trades,https://www.udemy.com/eft-for-stock-option-trading-success/,True,95,4530,13,31,all levels,1.5,2015-08-06 19:08:20+00:00,business finance
152,377370,learn to trade the stock market without blowing your profits,https://www.udemy.com/learn-to-trade-the-stock-market-without-blowing-your-profits/,True,60,6967,16,34,all levels,1.0,2017-05-02 20:53:24+00:00,business finance
